len,state,sum
9,"[2, 4, 4, 16, 16, 64, 256, 512, 1024]",1898
7,"[4, 8, 32, 64, 256, 512, 1024]",1900
8,"[2, 2, 8, 32, 64, 256, 512, 1024]",1900
8,"[4, 4, 4, 32, 64, 256, 512, 1024]",1900
8,"[4, 8, 16, 16, 64, 256, 512, 1024]",1900
8,"[2, 4, 8, 32, 64, 256, 512, 1024]",1902
8,"[4, 4, 8, 32, 64, 256, 512, 1024]",1904
9,"[2, 2, 4, 8, 32, 64, 256, 512, 1024]",1904
8,"[2, 8, 8, 32, 64, 256, 512, 1024]",1906
9,"[2, 4, 4, 8, 32, 64, 256, 512, 1024]",1906
8,"[2, 2, 16, 32, 64, 256, 512, 1024]",1908
8,"[4, 8, 8, 32, 64, 256, 512, 1024]",1908
9,"[2, 2, 8, 8, 32, 64, 256, 512, 1024]",1908
9,"[4, 4, 4, 8, 32, 64, 256, 512, 1024]",1908
8,"[2, 4, 16, 32, 64, 256, 512, 1024]",1910
9,"[2, 4, 8, 8, 32, 64, 256, 512, 1024]",1910
8,"[4, 4, 16, 32, 64, 256, 512, 1024]",1912
9,"[2, 2, 4, 16, 32, 64, 256, 512, 1024]",1912
9,"[4, 4, 8, 8, 32, 64, 256, 512, 1024]",1912
8,"[2, 8, 16, 32, 64, 256, 512, 1024]",1914
9,"[2, 4, 4, 16, 32, 64, 256, 512, 1024]",1914
8,"[4, 8, 16, 32, 64, 256, 512, 1024]",1916
9,"[2, 2, 8, 16, 32, 64, 256, 512, 1024]",1916
9,"[4, 4, 4, 16, 32, 64, 256, 512, 1024]",1916
9,"[2, 4, 8, 16, 32, 64, 256, 512, 1024]",1918
9,"[4, 4, 8, 16, 32, 64, 256, 512, 1024]",1920
10,"[2, 2, 4, 8, 16, 32, 64, 256, 512, 1024]",1920
9,"[2, 8, 8, 16, 32, 64, 256, 512, 1024]",1922
10,"[2, 4, 4, 8, 16, 32, 64, 256, 512, 1024]",1922
9,"[2, 2, 16, 16, 32, 64, 256, 512, 1024]",1924
9,"[4, 8, 8, 16, 32, 64, 256, 512, 1024]",1924
10,"[2, 2, 8, 8, 16, 32, 64, 256, 512, 1024]",1924
10,"[4, 4, 4, 8, 16, 32, 64, 256, 512, 1024]",1924
8,"[2, 4, 32, 32, 64, 256, 512, 1024]",1926
9,"[2, 4, 16, 16, 32, 64, 256, 512, 1024]",1926
10,"[2, 4, 8, 8, 16, 32, 64, 256, 512, 1024]",1926
8,"[2, 2, 4, 64, 64, 256, 512, 1024]",1928
8,"[4, 4, 32, 32, 64, 256, 512, 1024]",1928
9,"[2, 2, 4, 32, 32, 64, 256, 512, 1024]",1928
9,"[4, 4, 16, 16, 32, 64, 256, 512, 1024]",1928
10,"[2, 2, 4, 16, 16, 32, 64, 256, 512, 1024]",1928
10,"[4, 4, 8, 8, 16, 32, 64, 256, 512, 1024]",1928
7,"[2, 4, 4, 128, 256, 512, 1024]",1930
7,"[2, 8, 64, 64, 256, 512, 1024]",1930
8,"[2, 4, 4, 64, 64, 256, 512, 1024]",1930
8,"[2, 8, 32, 32, 64, 256, 512, 1024]",1930
9,"[2, 4, 4, 32, 32, 64, 256, 512, 1024]",1930
9,"[2, 8, 16, 16, 32, 64, 256, 512, 1024]",1930
10,"[2, 4, 4, 16, 16, 32, 64, 256, 512, 1024]",1930
7,"[2, 2, 8, 128, 256, 512, 1024]",1932
7,"[4, 4, 4, 128, 256, 512, 1024]",1932
7,"[4, 8, 64, 64, 256, 512, 1024]",1932
8,"[2, 2, 8, 64, 64, 256, 512, 1024]",1932
8,"[4, 4, 4, 64, 64, 256, 512, 1024]",1932
8,"[4, 8, 32, 32, 64, 256, 512, 1024]",1932
9,"[2, 2, 8, 32, 32, 64, 256, 512, 1024]",1932
9,"[4, 4, 4, 32, 32, 64, 256, 512, 1024]",1932
9,"[4, 8, 16, 16, 32, 64, 256, 512, 1024]",1932
7,"[2, 4, 8, 128, 256, 512, 1024]",1934
8,"[2, 4, 8, 64, 64, 256, 512, 1024]",1934
9,"[2, 4, 8, 32, 32, 64, 256, 512, 1024]",1934
7,"[4, 4, 8, 128, 256, 512, 1024]",1936
8,"[2, 2, 4, 8, 128, 256, 512, 1024]",1936
8,"[4, 4, 8, 64, 64, 256, 512, 1024]",1936
9,"[2, 2, 4, 8, 64, 64, 256, 512, 1024]",1936
9,"[4, 4, 8, 32, 32, 64, 256, 512, 1024]",1936
7,"[2, 8, 8, 128, 256, 512, 1024]",1938
8,"[2, 4, 4, 8, 128, 256, 512, 1024]",1938
8,"[2, 8, 8, 64, 64, 256, 512, 1024]",1938
9,"[2, 4, 4, 8, 64, 64, 256, 512, 1024]",1938
7,"[2, 2, 16, 128, 256, 512, 1024]",1940
7,"[4, 8, 8, 128, 256, 512, 1024]",1940
8,"[2, 2, 8, 8, 128, 256, 512, 1024]",1940
8,"[4, 4, 4, 8, 128, 256, 512, 1024]",1940
8,"[4, 8, 8, 64, 64, 256, 512, 1024]",1940
7,"[2, 4, 16, 128, 256, 512, 1024]",1942
8,"[2, 4, 8, 8, 128, 256, 512, 1024]",1942
7,"[4, 4, 16, 128, 256, 512, 1024]",1944
8,"[2, 2, 4, 16, 128, 256, 512, 1024]",1944
8,"[4, 4, 8, 8, 128, 256, 512, 1024]",1944
7,"[2, 8, 16, 128, 256, 512, 1024]",1946
8,"[2, 4, 4, 16, 128, 256, 512, 1024]",1946
7,"[4, 8, 16, 128, 256, 512, 1024]",1948
8,"[2, 2, 8, 16, 128, 256, 512, 1024]",1948
8,"[4, 4, 4, 16, 128, 256, 512, 1024]",1948
8,"[2, 4, 8, 16, 128, 256, 512, 1024]",1950
8,"[4, 4, 8, 16, 128, 256, 512, 1024]",1952
9,"[2, 2, 4, 8, 16, 128, 256, 512, 1024]",1952
8,"[2, 8, 8, 16, 128, 256, 512, 1024]",1954
9,"[2, 4, 4, 8, 16, 128, 256, 512, 1024]",1954
8,"[2, 2, 16, 16, 128, 256, 512, 1024]",1956
8,"[4, 8, 8, 16, 128, 256, 512, 1024]",1956
9,"[2, 2, 8, 8, 16, 128, 256, 512, 1024]",1956
9,"[4, 4, 4, 8, 16, 128, 256, 512, 1024]",1956
7,"[2, 4, 32, 128, 256, 512, 1024]",1958
8,"[2, 4, 16, 16, 128, 256, 512, 1024]",1958
9,"[2, 4, 8, 8, 16, 128, 256, 512, 1024]",1958
7,"[4, 4, 32, 128, 256, 512, 1024]",1960
8,"[2, 2, 4, 32, 128, 256, 512, 1024]",1960
8,"[4, 4, 16, 16, 128, 256, 512, 1024]",1960
9,"[2, 2, 4, 16, 16, 128, 256, 512, 1024]",1960
9,"[4, 4, 8, 8, 16, 128, 256, 512, 1024]",1960
7,"[2, 8, 32, 128, 256, 512, 1024]",1962
8,"[2, 4, 4, 32, 128, 256, 512, 1024]",1962
8,"[2, 8, 16, 16, 128, 256, 512, 1024]",1962
9,"[2, 4, 4, 16, 16, 128, 256, 512, 1024]",1962
7,"[4, 8, 32, 128, 256, 512, 1024]",1964
8,"[2, 2, 8, 32, 128, 256, 512, 1024]",1964
8,"[4, 4, 4, 32, 128, 256, 512, 1024]",1964
8,"[4, 8, 16, 16, 128, 256, 512, 1024]",1964
8,"[2, 4, 8, 32, 128, 256, 512, 1024]",1966
8,"[4, 4, 8, 32, 128, 256, 512, 1024]",1968
9,"[2, 2, 4, 8, 32, 128, 256, 512, 1024]",1968
8,"[2, 8, 8, 32, 128, 256, 512, 1024]",1970
9,"[2, 4, 4, 8, 32, 128, 256, 512, 1024]",1970
8,"[2, 2, 16, 32, 128, 256, 512, 1024]",1972
8,"[4, 8, 8, 32, 128, 256, 512, 1024]",1972
9,"[2, 2, 8, 8, 32, 128, 256, 512, 1024]",1972
9,"[4, 4, 4, 8, 32, 128, 256, 512, 1024]",1972
8,"[2, 4, 16, 32, 128, 256, 512, 1024]",1974
9,"[2, 4, 8, 8, 32, 128, 256, 512, 1024]",1974
8,"[4, 4, 16, 32, 128, 256, 512, 1024]",1976
9,"[2, 2, 4, 16, 32, 128, 256, 512, 1024]",1976
9,"[4, 4, 8, 8, 32, 128, 256, 512, 1024]",1976
8,"[2, 8, 16, 32, 128, 256, 512, 1024]",1978
9,"[2, 4, 4, 16, 32, 128, 256, 512, 1024]",1978
8,"[4, 8, 16, 32, 128, 256, 512, 1024]",1980
9,"[2, 2, 8, 16, 32, 128, 256, 512, 1024]",1980
9,"[4, 4, 4, 16, 32, 128, 256, 512, 1024]",1980
9,"[2, 4, 8, 16, 32, 128, 256, 512, 1024]",1982
9,"[4, 4, 8, 16, 32, 128, 256, 512, 1024]",1984
10,"[2, 2, 4, 8, 16, 32, 128, 256, 512, 1024]",1984
9,"[2, 8, 8, 16, 32, 128, 256, 512, 1024]",1986
10,"[2, 4, 4, 8, 16, 32, 128, 256, 512, 1024]",1986
9,"[2, 2, 16, 16, 32, 128, 256, 512, 1024]",1988
9,"[4, 8, 8, 16, 32, 128, 256, 512, 1024]",1988
10,"[2, 2, 8, 8, 16, 32, 128, 256, 512, 1024]",1988
10,"[4, 4, 4, 8, 16, 32, 128, 256, 512, 1024]",1988
8,"[2, 4, 32, 32, 128, 256, 512, 1024]",1990
9,"[2, 4, 16, 16, 32, 128, 256, 512, 1024]",1990
10,"[2, 4, 8, 8, 16, 32, 128, 256, 512, 1024]",1990
8,"[2, 2, 4, 64, 128, 256, 512, 1024]",1992
8,"[4, 4, 32, 32, 128, 256, 512, 1024]",1992
9,"[2, 2, 4, 32, 32, 128, 256, 512, 1024]",1992
9,"[4, 4, 16, 16, 32, 128, 256, 512, 1024]",1992
10,"[2, 2, 4, 16, 16, 32, 128, 256, 512, 1024]",1992
10,"[4, 4, 8, 8, 16, 32, 128, 256, 512, 1024]",1992
7,"[2, 8, 64, 128, 256, 512, 1024]",1994
8,"[2, 4, 4, 64, 128, 256, 512, 1024]",1994
8,"[2, 8, 32, 32, 128, 256, 512, 1024]",1994
9,"[2, 4, 4, 32, 32, 128, 256, 512, 1024]",1994
9,"[2, 8, 16, 16, 32, 128, 256, 512, 1024]",1994
10,"[2, 4, 4, 16, 16, 32, 128, 256, 512, 1024]",1994
7,"[4, 8, 64, 128, 256, 512, 1024]",1996
8,"[2, 2, 8, 64, 128, 256, 512, 1024]",1996
8,"[4, 4, 4, 64, 128, 256, 512, 1024]",1996
8,"[4, 8, 32, 32, 128, 256, 512, 1024]",1996
9,"[2, 2, 8, 32, 32, 128, 256, 512, 1024]",1996
9,"[4, 4, 4, 32, 32, 128, 256, 512, 1024]",1996
9,"[4, 8, 16, 16, 32, 128, 256, 512, 1024]",1996
8,"[2, 4, 8, 64, 128, 256, 512, 1024]",1998
9,"[2, 4, 8, 32, 32, 128, 256, 512, 1024]",1998
8,"[4, 4, 8, 64, 128, 256, 512, 1024]",2000
9,"[2, 2, 4, 8, 64, 128, 256, 512, 1024]",2000
9,"[4, 4, 8, 32, 32, 128, 256, 512, 1024]",2000
8,"[2, 8, 8, 64, 128, 256, 512, 1024]",2002
9,"[2, 4, 4, 8, 64, 128, 256, 512, 1024]",2002
8,"[2, 2, 16, 64, 128, 256, 512, 1024]",2004
8,"[4, 8, 8, 64, 128, 256, 512, 1024]",2004
9,"[2, 2, 8, 8, 64, 128, 256, 512, 1024]",2004
9,"[4, 4, 4, 8, 64, 128, 256, 512, 1024]",2004
8,"[2, 4, 16, 64, 128, 256, 512, 1024]",2006
9,"[2, 4, 8, 8, 64, 128, 256, 512, 1024]",2006
8,"[4, 4, 16, 64, 128, 256, 512, 1024]",2008
9,"[2, 2, 4, 16, 64, 128, 256, 512, 1024]",2008
9,"[4, 4, 8, 8, 64, 128, 256, 512, 1024]",2008
8,"[2, 8, 16, 64, 128, 256, 512, 1024]",2010
9,"[2, 4, 4, 16, 64, 128, 256, 512, 1024]",2010
8,"[4, 8, 16, 64, 128, 256, 512, 1024]",2012
9,"[2, 2, 8, 16, 64, 128, 256, 512, 1024]",2012
9,"[4, 4, 4, 16, 64, 128, 256, 512, 1024]",2012
9,"[2, 4, 8, 16, 64, 128, 256, 512, 1024]",2014
9,"[4, 4, 8, 16, 64, 128, 256, 512, 1024]",2016
10,"[2, 2, 4, 8, 16, 64, 128, 256, 512, 1024]",2016
9,"[2, 8, 8, 16, 64, 128, 256, 512, 1024]",2018
10,"[2, 4, 4, 8, 16, 64, 128, 256, 512, 1024]",2018
9,"[2, 2, 16, 16, 64, 128, 256, 512, 1024]",2020
9,"[4, 8, 8, 16, 64, 128, 256, 512, 1024]",2020
10,"[2, 2, 8, 8, 16, 64, 128, 256, 512, 1024]",2020
10,"[4, 4, 4, 8, 16, 64, 128, 256, 512, 1024]",2020
8,"[2, 4, 32, 64, 128, 256, 512, 1024]",2022
9,"[2, 4, 16, 16, 64, 128, 256, 512, 1024]",2022
10,"[2, 4, 8, 8, 16, 64, 128, 256, 512, 1024]",2022
8,"[4, 4, 32, 64, 128, 256, 512, 1024]",2024
9,"[2, 2, 4, 32, 64, 128, 256, 512, 1024]",2024
9,"[4, 4, 16, 16, 64, 128, 256, 512, 1024]",2024
10,"[2, 2, 4, 16, 16, 64, 128, 256, 512, 1024]",2024
10,"[4, 4, 8, 8, 16, 64, 128, 256, 512, 1024]",2024
8,"[2, 8, 32, 64, 128, 256, 512, 1024]",2026
9,"[2, 4, 4, 32, 64, 128, 256, 512, 1024]",2026
9,"[2, 8, 16, 16, 64, 128, 256, 512, 1024]",2026
10,"[2, 4, 4, 16, 16, 64, 128, 256, 512, 1024]",2026
8,"[4, 8, 32, 64, 128, 256, 512, 1024]",2028
9,"[2, 2, 8, 32, 64, 128, 256, 512, 1024]",2028
9,"[4, 4, 4, 32, 64, 128, 256, 512, 1024]",2028
9,"[4, 8, 16, 16, 64, 128, 256, 512, 1024]",2028
9,"[2, 4, 8, 32, 64, 128, 256, 512, 1024]",2030
9,"[4, 4, 8, 32, 64, 128, 256, 512, 1024]",2032
10,"[2, 2, 4, 8, 32, 64, 128, 256, 512, 1024]",2032
9,"[2, 8, 8, 32, 64, 128, 256, 512, 1024]",2034
10,"[2, 4, 4, 8, 32, 64, 128, 256, 512, 1024]",2034
9,"[2, 2, 16, 32, 64, 128, 256, 512, 1024]",2036
9,"[4, 8, 8, 32, 64, 128, 256, 512, 1024]",2036
10,"[2, 2, 8, 8, 32, 64, 128, 256, 512, 1024]",2036
10,"[4, 4, 4, 8, 32, 64, 128, 256, 512, 1024]",2036
9,"[2, 4, 16, 32, 64, 128, 256, 512, 1024]",2038
10,"[2, 4, 8, 8, 32, 64, 128, 256, 512, 1024]",2038
9,"[4, 4, 16, 32, 64, 128, 256, 512, 1024]",2040
10,"[2, 2, 4, 16, 32, 64, 128, 256, 512, 1024]",2040
10,"[4, 4, 8, 8, 32, 64, 128, 256, 512, 1024]",2040
9,"[2, 8, 16, 32, 64, 128, 256, 512, 1024]",2042
10,"[2, 4, 4, 16, 32, 64, 128, 256, 512, 1024]",2042
9,"[4, 8, 16, 32, 64, 128, 256, 512, 1024]",2044
10,"[2, 2, 8, 16, 32, 64, 128, 256, 512, 1024]",2044
10,"[4, 4, 4, 16, 32, 64, 128, 256, 512, 1024]",2044
10,"[2, 4, 8, 16, 32, 64, 128, 256, 512, 1024]",2046
10,"[4, 4, 8, 16, 32, 64, 128, 256, 512, 1024]",2048
11,"[2, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024]",2048
10,"[2, 8, 8, 16, 32, 64, 128, 256, 512, 1024]",2050
11,"[2, 4, 4, 8, 16, 32, 64, 128, 256, 512, 1024]",2050
10,"[2, 2, 16, 16, 32, 64, 128, 256, 512, 1024]",2052
10,"[4, 8, 8, 16, 32, 64, 128, 256, 512, 1024]",2052
11,"[2, 2, 8, 8, 16, 32, 64, 128, 256, 512, 1024]",2052
11,"[4, 4, 4, 8, 16, 32, 64, 128, 256, 512, 1024]",2052
9,"[2, 4, 32, 32, 64, 128, 256, 512, 1024]",2054
10,"[2, 4, 16, 16, 32, 64, 128, 256, 512, 1024]",2054
11,"[2, 4, 8, 8, 16, 32, 64, 128, 256, 512, 1024]",2054
9,"[2, 2, 4, 64, 64, 128, 256, 512, 1024]",2056
9,"[4, 4, 32, 32, 64, 128, 256, 512, 1024]",2056
10,"[2, 2, 4, 32, 32, 64, 128, 256, 512, 1024]",2056
10,"[4, 4, 16, 16, 32, 64, 128, 256, 512, 1024]",2056
11,"[2, 2, 4, 16, 16, 32, 64, 128, 256, 512, 1024]",2056
11,"[4, 4, 8, 8, 16, 32, 64, 128, 256, 512, 1024]",2056
8,"[2, 4, 4, 128, 128, 256, 512, 1024]",2058
8,"[2, 8, 64, 64, 128, 256, 512, 1024]",2058
9,"[2, 4, 4, 64, 64, 128, 256, 512, 1024]",2058
9,"[2, 8, 32, 32, 64, 128, 256, 512, 1024]",2058
10,"[2, 4, 4, 32, 32, 64, 128, 256, 512, 1024]",2058
10,"[2, 8, 16, 16, 32, 64, 128, 256, 512, 1024]",2058
11,"[2, 4, 4, 16, 16, 32, 64, 128, 256, 512, 1024]",2058
7,"[2, 2, 8, 256, 256, 512, 1024]",2060
8,"[2, 2, 8, 128, 128, 256, 512, 1024]",2060
8,"[4, 4, 4, 128, 128, 256, 512, 1024]",2060
8,"[4, 8, 64, 64, 128, 256, 512, 1024]",2060
9,"[2, 2, 8, 64, 64, 128, 256, 512, 1024]",2060
9,"[4, 4, 4, 64, 64, 128, 256, 512, 1024]",2060
9,"[4, 8, 32, 32, 64, 128, 256, 512, 1024]",2060
10,"[2, 2, 8, 32, 32, 64, 128, 256, 512, 1024]",2060
10,"[4, 4, 4, 32, 32, 64, 128, 256, 512, 1024]",2060
10,"[4, 8, 16, 16, 32, 64, 128, 256, 512, 1024]",2060
6,"[2, 4, 8, 512, 512, 1024]",2062
7,"[2, 4, 8, 256, 256, 512, 1024]",2062
8,"[2, 4, 8, 128, 128, 256, 512, 1024]",2062
9,"[2, 4, 8, 64, 64, 128, 256, 512, 1024]",2062
10,"[2, 4, 8, 32, 32, 64, 128, 256, 512, 1024]",2062
6,"[2, 2, 4, 8, 1024, 1024]",2064
6,"[4, 4, 8, 512, 512, 1024]",2064
7,"[2, 2, 4, 8, 512, 512, 1024]",2064
7,"[4, 4, 8, 256, 256, 512, 1024]",2064
8,"[2, 2, 4, 8, 256, 256, 512, 1024]",2064
8,"[4, 4, 8, 128, 128, 256, 512, 1024]",2064
9,"[2, 2, 4, 8, 128, 128, 256, 512, 1024]",2064
9,"[4, 4, 8, 64, 64, 128, 256, 512, 1024]",2064
10,"[2, 2, 4, 8, 64, 64, 128, 256, 512, 1024]",2064
10,"[4, 4, 8, 32, 32, 64, 128, 256, 512, 1024]",2064
5,"[2, 4, 4, 8, 2048]",2066
5,"[2, 8, 8, 1024, 1024]",2066
6,"[2, 4, 4, 8, 1024, 1024]",2066
6,"[2, 8, 8, 512, 512, 1024]",2066
7,"[2, 4, 4, 8, 512, 512, 1024]",2066
7,"[2, 8, 8, 256, 256, 512, 1024]",2066
8,"[2, 4, 4, 8, 256, 256, 512, 1024]",2066
8,"[2, 8, 8, 128, 128, 256, 512, 1024]",2066
9,"[2, 4, 4, 8, 128, 128, 256, 512, 1024]",2066
9,"[2, 8, 8, 64, 64, 128, 256, 512, 1024]",2066
10,"[2, 4, 4, 8, 64, 64, 128, 256, 512, 1024]",2066
4,"[2, 2, 16, 2048]",2068
5,"[2, 2, 8, 8, 2048]",2068
5,"[2, 2, 16, 1024, 1024]",2068
5,"[4, 4, 4, 8, 2048]",2068
5,"[4, 8, 8, 1024, 1024]",2068
6,"[2, 2, 8, 8, 1024, 1024]",2068
6,"[2, 2, 16, 512, 512, 1024]",2068
6,"[4, 4, 4, 8, 1024, 1024]",2068
6,"[4, 8, 8, 512, 512, 1024]",2068
7,"[2, 2, 8, 8, 512, 512, 1024]",2068
7,"[2, 2, 16, 256, 256, 512, 1024]",2068
7,"[4, 4, 4, 8, 512, 512, 1024]",2068
7,"[4, 8, 8, 256, 256, 512, 1024]",2068
8,"[2, 2, 8, 8, 256, 256, 512, 1024]",2068
8,"[2, 2, 16, 128, 128, 256, 512, 1024]",2068
8,"[4, 4, 4, 8, 256, 256, 512, 1024]",2068
8,"[4, 8, 8, 128, 128, 256, 512, 1024]",2068
9,"[2, 2, 8, 8, 128, 128, 256, 512, 1024]",2068
9,"[4, 4, 4, 8, 128, 128, 256, 512, 1024]",2068
9,"[4, 8, 8, 64, 64, 128, 256, 512, 1024]",2068
4,"[2, 4, 16, 2048]",2070
5,"[2, 4, 8, 8, 2048]",2070
5,"[2, 4, 16, 1024, 1024]",2070
6,"[2, 4, 8, 8, 1024, 1024]",2070
6,"[2, 4, 16, 512, 512, 1024]",2070
7,"[2, 4, 8, 8, 512, 512, 1024]",2070
7,"[2, 4, 16, 256, 256, 512, 1024]",2070
8,"[2, 4, 8, 8, 256, 256, 512, 1024]",2070
8,"[2, 4, 16, 128, 128, 256, 512, 1024]",2070
9,"[2, 4, 8, 8, 128, 128, 256, 512, 1024]",2070
4,"[4, 4, 16, 2048]",2072
5,"[2, 2, 4, 16, 2048]",2072
5,"[4, 4, 8, 8, 2048]",2072
5,"[4, 4, 16, 1024, 1024]",2072
6,"[2, 2, 4, 16, 1024, 1024]",2072
6,"[4, 4, 8, 8, 1024, 1024]",2072
6,"[4, 4, 16, 512, 512, 1024]",2072
7,"[2, 2, 4, 16, 512, 512, 1024]",2072
7,"[4, 4, 8, 8, 512, 512, 1024]",2072
7,"[4, 4, 16, 256, 256, 512, 1024]",2072
8,"[2, 2, 4, 16, 256, 256, 512, 1024]",2072
8,"[4, 4, 8, 8, 256, 256, 512, 1024]",2072
8,"[4, 4, 16, 128, 128, 256, 512, 1024]",2072
4,"[2, 8, 16, 2048]",2074
5,"[2, 4, 4, 16, 2048]",2074
5,"[2, 8, 16, 1024, 1024]",2074
6,"[2, 4, 4, 16, 1024, 1024]",2074
6,"[2, 8, 16, 512, 512, 1024]",2074
7,"[2, 4, 4, 16, 512, 512, 1024]",2074
7,"[2, 8, 16, 256, 256, 512, 1024]",2074
8,"[2, 4, 4, 16, 256, 256, 512, 1024]",2074
4,"[4, 8, 16, 2048]",2076
5,"[2, 2, 8, 16, 2048]",2076
5,"[4, 4, 4, 16, 2048]",2076
5,"[4, 8, 16, 1024, 1024]",2076
6,"[2, 2, 8, 16, 1024, 1024]",2076
6,"[4, 4, 4, 16, 1024, 1024]",2076
6,"[4, 8, 16, 512, 512, 1024]",2076
7,"[2, 2, 8, 16, 512, 512, 1024]",2076
7,"[4, 4, 4, 16, 512, 512, 1024]",2076
7,"[4, 8, 16, 256, 256, 512, 1024]",2076
5,"[2, 4, 8, 16, 2048]",2078
6,"[2, 4, 8, 16, 1024, 1024]",2078
7,"[2, 4, 8, 16, 512, 512, 1024]",2078
5,"[4, 4, 8, 16, 2048]",2080
6,"[2, 2, 4, 8, 16, 2048]",2080
6,"[4, 4, 8, 16, 1024, 1024]",2080
7,"[2, 2, 4, 8, 16, 1024, 1024]",2080
7,"[4, 4, 8, 16, 512, 512, 1024]",2080
5,"[2, 8, 8, 16, 2048]",2082
6,"[2, 4, 4, 8, 16, 2048]",2082
6,"[2, 8, 8, 16, 1024, 1024]",2082
7,"[2, 4, 4, 8, 16, 1024, 1024]",2082
5,"[2, 2, 16, 16, 2048]",2084
5,"[4, 8, 8, 16, 2048]",2084
6,"[2, 2, 8, 8, 16, 2048]",2084
6,"[4, 4, 4, 8, 16, 2048]",2084
6,"[4, 8, 8, 16, 1024, 1024]",2084
5,"[2, 4, 16, 16, 2048]",2086
6,"[2, 4, 8, 8, 16, 2048]",2086
5,"[4, 4, 16, 16, 2048]",2088
